0.6076780043315471,0.06478762589825607,0.5027438448236935,1.0
0.725,-0.030000000000000027,0.742,1.0
0.725,-0.028000000000000025,0.74,1.0
0.725,-0.018000000000000016,0.74,1.0
0.725,-0.016000000000000014,0.738,1.0
0.725,-0.008000000000000007,0.738,1.0
0.725,-0.006000000000000005,0.736,1.0
0.725,-0.0020000000000000018,0.736,1.0
0.725,0.0,0.734,1.0
0.725,0.0040000000000000036,0.734,1.0
0.725,0.006000000000000005,0.732,1.0
0.725,0.010000000000000009,0.732,1.0
0.725,0.01200000000000001,0.73,1.0
0.725,0.016000000000000014,0.73,1.0
0.725,0.018000000000000016,0.728,1.0
0.725,0.020000000000000018,0.728,1.0
0.725,0.021999999999999964,0.726,1.0
0.725,0.023999999999999966,0.726,1.0
0.725,0.025999999999999968,0.724,1.0
0.725,0.02799999999999997,0.724,1.0
0.725,0.02999999999999997,0.722,1.0
0.725,0.03199999999999997,0.722,1.0
0.725,0.035999999999999976,0.718,1.0
0.725,0.03799999999999998,0.718,1.0
0.725,0.03999999999999998,0.716,1.0
0.725,0.04199999999999998,0.716,1.0
0.725,0.04799999999999999,0.71,1.0
0.725,0.04999999999999999,0.71,1.0
0.725,0.057999999999999996,0.702,1.0
0.725,0.06,0.702,1.0
0.725,0.07,0.692,1.0
0.725,0.07,0.69,1.0
0.725,0.08000000000000002,0.6799999999999999,1.0
0.725,0.08000000000000002,0.6779999999999999,1.0
0.725,0.08399999999999996,0.6739999999999999,1.0
0.725,0.08399999999999996,0.6719999999999999,1.0
0.725,0.08599999999999997,0.6699999999999999,1.0
0.725,0.08599999999999997,0.6679999999999999,1.0
0.725,0.08799999999999997,0.6659999999999999,1.0
0.725,0.08799999999999997,0.6639999999999999,1.0
0.725,0.09199999999999997,0.6599999999999999,1.0
0.725,0.09199999999999997,0.6559999999999999,1.0
0.725,0.09399999999999997,0.6539999999999999,1.0
0.725,0.09399999999999997,0.6519999999999999,1.0
0.725,0.09599999999999997,0.6499999999999999,1.0
0.725,0.09599999999999997,0.648,1.0
0.725,0.09799999999999998,0.646,1.0
0.725,0.09799999999999998,0.642,1.0
0.725,0.09999999999999998,0.64,1.0
0.725,0.09999999999999998,0.636,1.0
0.725,0.10199999999999998,0.634,1.0
0.725,0.10199999999999998,0.626,1.0
0.725,0.10399999999999998,0.624,1.0
0.725,0.10399999999999998,0.616,1.0
0.725,0.10599999999999998,0.614,1.0
0.725,0.10599999999999998,0.5820000000000001,1.0
0.725,0.10399999999999998,0.5800000000000001,1.0
0.725,0.10399999999999998,0.5700000000000001,1.0
0.725,0.10199999999999998,0.5680000000000001,1.0
0.725,0.10199999999999998,0.562,1.0
0.725,0.09999999999999998,0.56,1.0
0.725,0.09999999999999998,0.556,1.0
0.725,0.09799999999999998,0.554,1.0
0.725,0.09799999999999998,0.55,1.0
0.725,0.09599999999999997,0.548,1.0
0.725,0.09599999999999997,0.546,1.0
0.725,0.09399999999999997,0.544,1.0
0.725,0.09399999999999997,0.542,1.0
0.725,0.09199999999999997,0.54,1.0
0.725,0.09199999999999997,0.536,1.0
0.725,0.08799999999999997,0.532,1.0
0.725,0.08799999999999997,0.53,1.0
0.725,0.08599999999999997,0.528,1.0
0.725,0.08599999999999997,0.526,1.0
0.725,0.08399999999999996,0.524,1.0
0.725,0.08399999999999996,0.522,1.0
0.725,0.08000000000000002,0.518,1.0
0.725,0.08000000000000002,0.516,1.0
0.725,0.07,0.506,1.0
0.725,0.07,0.504,1.0
0.725,0.057999999999999996,0.492,1.0
0.725,0.055999999999999994,0.492,1.0
0.725,0.04999999999999999,0.486,1.0
0.725,0.04799999999999999,0.486,1.0
0.725,0.04199999999999998,0.48,1.0
0.725,0.03999999999999998,0.48,1.0
0.725,0.03799999999999998,0.478,1.0
0.725,0.035999999999999976,0.478,1.0
0.725,0.03199999999999997,0.474,1.0
0.725,0.02999999999999997,0.474,1.0
0.725,0.02799999999999997,0.472,1.0
0.725,0.025999999999999968,0.472,1.0
0.725,0.023999999999999966,0.47,1.0
0.725,0.021999999999999964,0.47,1.0
0.725,0.020000000000000018,0.46799999999999997,1.0
0.725,0.016000000000000014,0.46799999999999997,1.0
0.725,0.014000000000000012,0.46599999999999997,1.0
0.725,0.01200000000000001,0.46599999999999997,1.0
0.725,0.010000000000000009,0.46399999999999997,1.0
0.725,0.006000000000000005,0.46399999999999997,1.0
0.725,0.0040000000000000036,0.46199999999999997,1.0
0.725,0.0,0.46199999999999997,1.0
0.725,-0.0020000000000000018,0.45999999999999996,1.0
0.725,-0.006000000000000005,0.45999999999999996,1.0
0.725,-0.008000000000000007,0.45799999999999996,1.0
0.725,-0.016000000000000014,0.45799999999999996,1.0
0.725,-0.018000000000000016,0.45599999999999996,1.0
0.725,-0.030000000000000027,0.45599999999999996,1.0
0.725,-0.03200000000000003,0.45399999999999996,1.0
0.725,-0.06600000000000006,0.45399999999999996,1.0
0.725,-0.06800000000000006,0.45599999999999996,1.0
0.725,-0.07799999999999996,0.45599999999999996,1.0
0.725,-0.07999999999999996,0.45799999999999996,1.0
0.725,-0.08799999999999997,0.45799999999999996,1.0
0.725,-0.08999999999999997,0.45999999999999996,1.0
0.725,-0.09399999999999997,0.45999999999999996,1.0
0.725,-0.09599999999999997,0.46199999999999997,1.0
0.725,-0.09999999999999998,0.46199999999999997,1.0
0.725,-0.10199999999999998,0.46399999999999997,1.0
0.725,-0.10599999999999998,0.46399999999999997,1.0
0.725,-0.10799999999999998,0.46599999999999997,1.0
0.725,-0.11199999999999999,0.46599999999999997,1.0
0.725,-0.11399999999999999,0.46799999999999997,1.0
0.725,-0.11599999999999999,0.46799999999999997,1.0
0.725,-0.118,0.47,1.0
0.725,-0.12,0.47,1.0
0.725,-0.122,0.472,1.0
0.725,-0.124,0.472,1.0
0.725,-0.126,0.474,1.0
0.725,-0.128,0.474,1.0
0.725,-0.132,0.478,1.0
0.725,-0.134,0.478,1.0
0.725,-0.136,0.48,1.0
0.725,-0.138,0.48,1.0
0.725,-0.14400000000000002,0.486,1.0
0.725,-0.14600000000000002,0.486,1.0
0.725,-0.15400000000000003,0.494,1.0
0.725,-0.15600000000000003,0.494,1.0
